"","Code.or.Value","Value.Description","Count","Cumulative","Skip.to.Item","Variable","Fichier","jointure","var_tab"
"5033","4 to 520","Range of Values",115,"115","","DID320","DIQ_I.htm","DID320_DIQ_4 to 520","DID320_DIQ"
"5034","5555","Never heard of LDL",59,"174","DID341","DID320","DIQ_I.htm","DID320_DIQ_5555","DID320_DIQ"
"5035","6666","Never had cholesterol test",34,"208","DID341","DID320","DIQ_I.htm","DID320_DIQ_6666","DID320_DIQ"
"5036","7777","Refused",5,"213","","DID320","DIQ_I.htm","DID320_DIQ_7777","DID320_DIQ"
"5037","9999","Don't know",633,"846","","DID320","DIQ_I.htm","DID320_DIQ_9999","DID320_DIQ"
"5038",".","Missing",8729,"9575","","DID320","DIQ_I.htm","DID320_DIQ_.","DID320_DIQ"
"5039","6 to 205","Range of Values",87,"87",NA,"DID330  - What does Dr say LDL should be","DIQ_I.htm","DID330  - What does Dr say LDL should be_DIQ_6 to 205","DID330  - What does Dr say LDL should be_DIQ"
"5040","6666","Provider did not specify goal",242,"329",NA,"DID330  - What does Dr say LDL should be","DIQ_I.htm","DID330  - What does Dr say LDL should be_DIQ_6666","DID330  - What does Dr say LDL should be_DIQ"
"5041","7777","Refused",3,"332",NA,"DID330  - What does Dr say LDL should be","DIQ_I.htm","DID330  - What does Dr say LDL should be_DIQ_7777","DID330  - What does Dr say LDL should be_DIQ"
"5042","9999","Don't know",421,"753",NA,"DID330  - What does Dr say LDL should be","DIQ_I.htm","DID330  - What does Dr say LDL should be_DIQ_9999","DID330  - What does Dr say LDL should be_DIQ"
"5043",".","Missing",8822,"9575",NA,"DID330  - What does Dr say LDL should be","DIQ_I.htm","DID330  - What does Dr say LDL should be_DIQ_.","DID330  - What does Dr say LDL should be_DIQ"
"5044","1 to 34","Range of Values",590,"590",NA,"DID341","DIQ_I.htm","DID341_DIQ_1 to 34","DID341_DIQ"
"5045","0","None",242,"832",NA,"DID341","DIQ_I.htm","DID341_DIQ_0","DID341_DIQ"
"5046","7777","Refused",2,"834",NA,"DID341","DIQ_I.htm","DID341_DIQ_7777","DID341_DIQ"
"5047","9999","Don't know/not sure",9,"843",NA,"DID341","DIQ_I.htm","DID341_DIQ_9999","DID341_DIQ"
"5048",".","Missing",8732,"9575",NA,"DID341","DIQ_I.htm","DID341_DIQ_.","DID341_DIQ"
"5049","1 to 20","Range of Values",699,"699",NA,"DID350","DIQ_I.htm","DID350_DIQ_1 to 20","DID350_DIQ"
"5050","0","None",139,"838",NA,"DID350","DIQ_I.htm","DID350_DIQ_0","DID350_DIQ"
"5051","7777","Refused",0,"838",NA,"DID350","DIQ_I.htm","DID350_DIQ_7777","DID350_DIQ"
"5052","9999","Don't know",5,"843",NA,"DID350","DIQ_I.htm","DID350_DIQ_9999","DID350_DIQ"
"5053",".","Missing",8732,"9575",NA,"DID350","DIQ_I.htm","DID350_DIQ_.","DID350_DIQ"
"5054","1","Per day",487,"487",NA,"DIQ350U","DIQ_I.htm","DIQ350U_DIQ_1","DIQ350U_DIQ"
"5055","2","Per week",152,"639",NA,"DIQ350U","DIQ_I.htm","DIQ350U_DIQ_2","DIQ350U_DIQ"
"5056","3","Per month",46,"685",NA,"DIQ350U","DIQ_I.htm","DIQ350U_DIQ_3","DIQ350U_DIQ"
"5057","4","Per year",14,"699",NA,"DIQ350U","DIQ_I.htm","DIQ350U_DIQ_4","DIQ350U_DIQ"
"5058",".","Missing",8876,"9575",NA,"DIQ350U","DIQ_I.htm","DIQ350U_DIQ_.","DIQ350U_DIQ"
"5059","1","Less than 1 month",82,"82",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_1","DIQ360_DIQ"
"5060","2","1-12 months",440,"522",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_2","DIQ360_DIQ"
"5061","3","13-24 months",129,"651",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_3","DIQ360_DIQ"
"5062","4","Greater than 2 years",116,"767",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_4","DIQ360_DIQ"
"5063","5","Never",64,"831",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_5","DIQ360_DIQ"
"5064","7","Refused",0,"831",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_7","DIQ360_DIQ"
"5065","9","Don't know",15,"846",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_9","DIQ360_DIQ"
"5066",".","Missing",8729,"9575",NA,"DIQ360","DIQ_I.htm","DIQ360_DIQ_.","DIQ360_DIQ"
"5067","1","Yes",194,"194",NA,"DIQ080","DIQ_I.htm","DIQ080_DIQ_1","DIQ080_DIQ"
"5068","2","No",644,"838",NA,"DIQ080","DIQ_I.htm","DIQ080_DIQ_2","DIQ080_DIQ"
"5069","7","Refused",0,"838",NA,"DIQ080","DIQ_I.htm","DIQ080_DIQ_7","DIQ080_DIQ"
"5070","9","Don't know",8,"846",NA,"DIQ080","DIQ_I.htm","DIQ080_DIQ_9","DIQ080_DIQ"
"5071",".","Missing",8729,"9575",NA,"DIQ080","DIQ_I.htm","DIQ080_DIQ_.","DIQ080_DIQ"
"5072","AUCUN","AUCUN",NA,NA,NA,"SEQN","DLQ_I.htm","SEQN_DLQ_AUCUN","SEQN_DLQ"
"5073","1","Yes",565,"565",NA,"DLQ010   - Have serious difficulty hearing?","DLQ_I.htm","DLQ010   - Have serious difficulty hearing?_DLQ_1","DLQ010   - Have serious difficulty hearing?_DLQ"
"5074","2","No",9005,"9570",NA,"DLQ010   - Have serious difficulty hearing?","DLQ_I.htm","DLQ010   - Have serious difficulty hearing?_DLQ_2","DLQ010   - Have serious difficulty hearing?_DLQ"
"5075","7","Refused",0,"9570",NA,"DLQ010   - Have serious difficulty hearing?","DLQ_I.htm","DLQ010   - Have serious difficulty hearing?_DLQ_7","DLQ010   - Have serious difficulty hearing?_DLQ"
"5076","9","Don't know",5,"9575",NA,"DLQ010   - Have serious difficulty hearing?","DLQ_I.htm","DLQ010   - Have serious difficulty hearing?_DLQ_9","DLQ010   - Have serious difficulty hearing?_DLQ"
"5077",".","Missing",0,"9575",NA,"DLQ010   - Have serious difficulty hearing?","DLQ_I.htm","DLQ010   - Have serious difficulty hearing?_DLQ_.","DLQ010   - Have serious difficulty hearing?_DLQ"
"5078","1","Yes",418,"418",NA,"DLQ020   - Have serious difficulty seeing?","DLQ_I.htm","DLQ020   - Have serious difficulty seeing?_DLQ_1","DLQ020   - Have serious difficulty seeing?_DLQ"
"5079","2","No",9153,"9571",NA,"DLQ020   - Have serious difficulty seeing?","DLQ_I.htm","DLQ020   - Have serious difficulty seeing?_DLQ_2","DLQ020   - Have serious difficulty seeing?_DLQ"
"5080","7","Refused",0,"9571",NA,"DLQ020   - Have serious difficulty seeing?","DLQ_I.htm","DLQ020   - Have serious difficulty seeing?_DLQ_7","DLQ020   - Have serious difficulty seeing?_DLQ"
"5081","9","Don't know",4,"9575",NA,"DLQ020   - Have serious difficulty seeing?","DLQ_I.htm","DLQ020   - Have serious difficulty seeing?_DLQ_9","DLQ020   - Have serious difficulty seeing?_DLQ"
"5082",".","Missing",0,"9575",NA,"DLQ020   - Have serious difficulty seeing?","DLQ_I.htm","DLQ020   - Have serious difficulty seeing?_DLQ_.","DLQ020   - Have serious difficulty seeing?_DLQ"
"5083","1","Yes",966,"966",NA,"DLQ040   - Have serious difficulty concentrating?","DLQ_I.htm","DLQ040   - Have serious difficulty concentrating?_DLQ_1","DLQ040   - Have serious difficulty concentrating?_DLQ"
"5084","2","No",7598,"8564",NA,"DLQ040   - Have serious difficulty concentrating?","DLQ_I.htm","DLQ040   - Have serious difficulty concentrating?_DLQ_2","DLQ040   - Have serious difficulty concentrating?_DLQ"
"5085","7","Refused",0,"8564",NA,"DLQ040   - Have serious difficulty concentrating?","DLQ_I.htm","DLQ040   - Have serious difficulty concentrating?_DLQ_7","DLQ040   - Have serious difficulty concentrating?_DLQ"
"5086","9","Don't know",8,"8572",NA,"DLQ040   - Have serious difficulty concentrating?","DLQ_I.htm","DLQ040   - Have serious difficulty concentrating?_DLQ_9","DLQ040   - Have serious difficulty concentrating?_DLQ"
"5087",".","Missing",1003,"9575",NA,"DLQ040   - Have serious difficulty concentrating?","DLQ_I.htm","DLQ040   - Have serious difficulty concentrating?_DLQ_.","DLQ040   - Have serious difficulty concentrating?_DLQ"
"5088","1","Yes",902,"902",NA,"DLQ050   - Have serious difficulty walking?","DLQ_I.htm","DLQ050   - Have serious difficulty walking?_DLQ_1","DLQ050   - Have serious difficulty walking?_DLQ"
"5089","2","No",7668,"8570",NA,"DLQ050   - Have serious difficulty walking?","DLQ_I.htm","DLQ050   - Have serious difficulty walking?_DLQ_2","DLQ050   - Have serious difficulty walking?_DLQ"
"5090","7","Refused",0,"8570",NA,"DLQ050   - Have serious difficulty walking?","DLQ_I.htm","DLQ050   - Have serious difficulty walking?_DLQ_7","DLQ050   - Have serious difficulty walking?_DLQ"
"5091","9","Don't know",2,"8572",NA,"DLQ050   - Have serious difficulty walking?","DLQ_I.htm","DLQ050   - Have serious difficulty walking?_DLQ_9","DLQ050   - Have serious difficulty walking?_DLQ"
"5092",".","Missing",1003,"9575",NA,"DLQ050   - Have serious difficulty walking?","DLQ_I.htm","DLQ050   - Have serious difficulty walking?_DLQ_.","DLQ050   - Have serious difficulty walking?_DLQ"
"5093","1","Yes",349,"349",NA,"DLQ060   - Have difficulty dressing or bathing?","DLQ_I.htm","DLQ060   - Have difficulty dressing or bathing?_DLQ_1","DLQ060   - Have difficulty dressing or bathing?_DLQ"
"5094","2","No",8222,"8571",NA,"DLQ060   - Have difficulty dressing or bathing?","DLQ_I.htm","DLQ060   - Have difficulty dressing or bathing?_DLQ_2","DLQ060   - Have difficulty dressing or bathing?_DLQ"
"5095","7","Refused",0,"8571",NA,"DLQ060   - Have difficulty dressing or bathing?","DLQ_I.htm","DLQ060   - Have difficulty dressing or bathing?_DLQ_7","DLQ060   - Have difficulty dressing or bathing?_DLQ"
"5096","9","Don't know",1,"8572",NA,"DLQ060   - Have difficulty dressing or bathing?","DLQ_I.htm","DLQ060   - Have difficulty dressing or bathing?_DLQ_9","DLQ060   - Have difficulty dressing or bathing?_DLQ"
"5097",".","Missing",1003,"9575",NA,"DLQ060   - Have difficulty dressing or bathing?","DLQ_I.htm","DLQ060   - Have difficulty dressing or bathing?_DLQ_.","DLQ060   - Have difficulty dressing or bathing?_DLQ"
"5098","1","Yes",524,"524",NA,"DLQ080   - Have difficulty doing errands alone?","DLQ_I.htm","DLQ080   - Have difficulty doing errands alone?_DLQ_1","DLQ080   - Have difficulty doing errands alone?_DLQ"
"5099","2","No",5966,"6490",NA,"DLQ080   - Have difficulty doing errands alone?","DLQ_I.htm","DLQ080   - Have difficulty doing errands alone?_DLQ_2","DLQ080   - Have difficulty doing errands alone?_DLQ"
"5100","7","Refused",0,"6490",NA,"DLQ080   - Have difficulty doing errands alone?","DLQ_I.htm","DLQ080   - Have difficulty doing errands alone?_DLQ_7","DLQ080   - Have difficulty doing errands alone?_DLQ"
"5101","9","Don't know",4,"6494",NA,"DLQ080   - Have difficulty doing errands alone?","DLQ_I.htm","DLQ080   - Have difficulty doing errands alone?_DLQ_9","DLQ080   - Have difficulty doing errands alone?_DLQ"
"5102",".","Missing",3081,"9575",NA,"DLQ080   - Have difficulty doing errands alone?","DLQ_I.htm","DLQ080   - Have difficulty doing errands alone?_DLQ_.","DLQ080   - Have difficulty doing errands alone?_DLQ"
"5103","AUCUN","AUCUN",NA,NA,NA,"DLQ090   - CHECK ITEM","DLQ_I.htm","DLQ090   - CHECK ITEM_DLQ_AUCUN","DLQ090   - CHECK ITEM_DLQ"
"5104","1","Daily",867,"867",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_1","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5105","2","Weekly",869,"1736",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_2","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5106","3","Monthly",779,"2515",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_3","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5107","4","A few times a year",2034,"4549",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_4","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5108","5","Never",1382,"5931",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_5","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5109","7","Refused",2,"5933",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_7","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5110","9","Don't know",10,"5943",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_9","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5111",".","Missing",3632,"9575",NA,"DLQ100   - How often do you feel worried, anxious?","DLQ_I.htm","DLQ100   - How often do you feel worried, anxious?_DLQ_.","DLQ100   - How often do you feel worried, anxious?_DLQ"
"5112","1","Yes",610,"610",NA,"DLQ110   - Take medication for these feelings?","DLQ_I.htm","DLQ110   - Take medication for these feelings?_DLQ_1","DLQ110   - Take medication for these feelings?_DLQ"
"5113","2","No",5330,"5940",NA,"DLQ110   - Take medication for these feelings?","DLQ_I.htm","DLQ110   - Take medication for these feelings?_DLQ_2","DLQ110   - Take medication for these feelings?_DLQ"
"5114","7","Refused",0,"5940",NA,"DLQ110   - Take medication for these feelings?","DLQ_I.htm","DLQ110   - Take medication for these feelings?_DLQ_7","DLQ110   - Take medication for these feelings?_DLQ"
"5115","9","Don't know",3,"5943",NA,"DLQ110   - Take medication for these feelings?","DLQ_I.htm","DLQ110   - Take medication for these feelings?_DLQ_9","DLQ110   - Take medication for these feelings?_DLQ"
"5116",".","Missing",3632,"9575",NA,"DLQ110   - Take medication for these feelings?","DLQ_I.htm","DLQ110   - Take medication for these feelings?_DLQ_.","DLQ110   - Take medication for these feelings?_DLQ"
"5117","AUCUN","AUCUN",NA,NA,NA,"DLQ120   - CHECK ITEM","DLQ_I.htm","DLQ120   - CHECK ITEM_DLQ_AUCUN","DLQ120   - CHECK ITEM_DLQ"
"5118","1","A little",2238,"2238",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_1","DLQ130   - How worried or anxious were you?_DLQ"
"5119","2","A lot",574,"2812",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_2","DLQ130   - How worried or anxious were you?_DLQ"
"5120","3","Somewhere in between a little and a lot",1740,"4552",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_3","DLQ130   - How worried or anxious were you?_DLQ"
"5121","7","Refused",2,"4554",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_7","DLQ130   - How worried or anxious were you?_DLQ"
"5122","9","Don't know",7,"4561",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_9","DLQ130   - How worried or anxious were you?_DLQ"
"5123",".","Missing",5014,"9575",NA,"DLQ130   - How worried or anxious were you?","DLQ_I.htm","DLQ130   - How worried or anxious were you?_DLQ_.","DLQ130   - How worried or anxious were you?_DLQ"
"5124","1","Daily",295,"295",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_1","DLQ140   - How often do you feel depressed?_DLQ"
"5125","2","Weekly",390,"685",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_2","DLQ140   - How often do you feel depressed?_DLQ"
"5126","3","Monthly",482,"1167",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_3","DLQ140   - How often do you feel depressed?_DLQ"
"5127","4","A few times a year",1889,"3056",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_4","DLQ140   - How often do you feel depressed?_DLQ"
"5128","5","Never",2872,"5928",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_5","DLQ140   - How often do you feel depressed?_DLQ"
"5129","7","Refused",1,"5929",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_7","DLQ140   - How often do you feel depressed?_DLQ"
"5130","9","Don't know",14,"5943",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_9","DLQ140   - How often do you feel depressed?_DLQ"
"5131",".","Missing",3632,"9575",NA,"DLQ140   - How often do you feel depressed?","DLQ_I.htm","DLQ140   - How often do you feel depressed?_DLQ_.","DLQ140   - How often do you feel depressed?_DLQ"
"5132","1","Yes",531,"531",NA,"DLQ150   - Take medication for depression?","DLQ_I.htm","DLQ150   - Take medication for depression?_DLQ_1","DLQ150   - Take medication for depression?_DLQ"
"5133","2","No",5403,"5934",NA,"DLQ150   - Take medication for depression?","DLQ_I.htm","DLQ150   - Take medication for depression?_DLQ_2","DLQ150   - Take medication for depression?_DLQ"
"5134","7","Refused",0,"5934",NA,"DLQ150   - Take medication for depression?","DLQ_I.htm","DLQ150   - Take medication for depression?_DLQ_7","DLQ150   - Take medication for depression?_DLQ"
"5135","9","Don't know",9,"5943",NA,"DLQ150   - Take medication for depression?","DLQ_I.htm","DLQ150   - Take medication for depression?_DLQ_9","DLQ150   - Take medication for depression?_DLQ"
"5136",".","Missing",3632,"9575",NA,"DLQ150   - Take medication for depression?","DLQ_I.htm","DLQ150   - Take medication for depression?_DLQ_.","DLQ150   - Take medication for depression?_DLQ"
"5137","AUCUN","AUCUN",NA,NA,NA,"DLQ160   - CHECK ITEM","DLQ_I.htm","DLQ160   - CHECK ITEM_DLQ_AUCUN","DLQ160   - CHECK ITEM_DLQ"
"5138","1","A little",1432,"1432",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_1","DLQ170   - How depressed did you feel?_DLQ"
"5139","2","A lot",489,"1921",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_2","DLQ170   - How depressed did you feel?_DLQ"
"5140","3","Somewhere in between a little and a lot",1137,"3058",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_3","DLQ170   - How depressed did you feel?_DLQ"
"5141","7","Refused",2,"3060",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_7","DLQ170   - How depressed did you feel?_DLQ"
"5142","9","Don't know",11,"3071",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_9","DLQ170   - How depressed did you feel?_DLQ"
"5143",".","Missing",6504,"9575",NA,"DLQ170   - How depressed did you feel?","DLQ_I.htm","DLQ170   - How depressed did you feel?_DLQ_.","DLQ170   - How depressed did you feel?_DLQ"
"5144","AUCUN","AUCUN",NA,NA,NA,"SEQN","DUQ_I.htm","SEQN_DUQ_AUCUN","SEQN_DUQ"
"5145","1","Yes",1715,"1715","","DUQ200","DUQ_I.htm","DUQ200_DUQ_1","DUQ200_DUQ"
"5146","2","No",1707,"3422","DUQ240","DUQ200","DUQ_I.htm","DUQ200_DUQ_2","DUQ200_DUQ"
"5147","7","Refused",3,"3425","DUQ240","DUQ200","DUQ_I.htm","DUQ200_DUQ_7","DUQ200_DUQ"
"5148","9","Don't know",3,"3428","DUQ240","DUQ200","DUQ_I.htm","DUQ200_DUQ_9","DUQ200_DUQ"
"5149",".","Missing",1415,"4843","","DUQ200","DUQ_I.htm","DUQ200_DUQ_.","DUQ200_DUQ"
"5150","7 to 50","Range of Values",1711,"1711",NA,"DUQ210","DUQ_I.htm","DUQ210_DUQ_7 to 50","DUQ210_DUQ"
"5151","6","6 years or under",4,"1715",NA,"DUQ210","DUQ_I.htm","DUQ210_DUQ_6","DUQ210_DUQ"
"5152","777","Refused",0,"1715",NA,"DUQ210","DUQ_I.htm","DUQ210_DUQ_777","DUQ210_DUQ"
"5153","999","Don't know",0,"1715",NA,"DUQ210","DUQ_I.htm","DUQ210_DUQ_999","DUQ210_DUQ"
"5154",".","Missing",3128,"4843",NA,"DUQ210","DUQ_I.htm","DUQ210_DUQ_.","DUQ210_DUQ"
"5155","1","Yes",870,"870",NA,"DUQ211","DUQ_I.htm","DUQ211_DUQ_1","DUQ211_DUQ"
"5156","2","No",844,"1714",NA,"DUQ211","DUQ_I.htm","DUQ211_DUQ_2","DUQ211_DUQ"
"5157","7","Refused",1,"1715",NA,"DUQ211","DUQ_I.htm","DUQ211_DUQ_7","DUQ211_DUQ"
"5158","9","Don't know",0,"1715",NA,"DUQ211","DUQ_I.htm","DUQ211_DUQ_9","DUQ211_DUQ"
"5159",".","Missing",3128,"4843",NA,"DUQ211","DUQ_I.htm","DUQ211_DUQ_.","DUQ211_DUQ"
"5160","6 to 50","Range of Values",870,"870",NA,"DUQ213","DUQ_I.htm","DUQ213_DUQ_6 to 50","DUQ213_DUQ"
"5161","777","Refused",0,"870",NA,"DUQ213","DUQ_I.htm","DUQ213_DUQ_777","DUQ213_DUQ"
"5162","999","Don't know",0,"870",NA,"DUQ213","DUQ_I.htm","DUQ213_DUQ_999","DUQ213_DUQ"
"5163",".","Missing",3973,"4843",NA,"DUQ213","DUQ_I.htm","DUQ213_DUQ_.","DUQ213_DUQ"
"5164","0 to 365","Range of Values",862,"862",NA,"DUQ215Q","DUQ_I.htm","DUQ215Q_DUQ_0 to 365","DUQ215Q_DUQ"
"5165","7777","Refused",2,"864",NA,"DUQ215Q","DUQ_I.htm","DUQ215Q_DUQ_7777","DUQ215Q_DUQ"
"5166","9999","Don't know",0,"864",NA,"DUQ215Q","DUQ_I.htm","DUQ215Q_DUQ_9999","DUQ215Q_DUQ"
"5167",".","Missing",3979,"4843",NA,"DUQ215Q","DUQ_I.htm","DUQ215Q_DUQ_.","DUQ215Q_DUQ"
"5168","1","Days",301,"301",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_1","DUQ215U_DUQ"
"5169","2","Weeks",49,"350",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_2","DUQ215U_DUQ"
"5170","3","Months",86,"436",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_3","DUQ215U_DUQ"
"5171","4","Years",426,"862",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_4","DUQ215U_DUQ"
"5172","7","Refused",0,"862",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_7","DUQ215U_DUQ"
"5173","9","Don't know",0,"862",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_9","DUQ215U_DUQ"
"5174",".","Missing",3981,"4843",NA,"DUQ215U","DUQ_I.htm","DUQ215U_DUQ_.","DUQ215U_DUQ"
"5175","1","Once per month",54,"54",NA,"DUQ217","DUQ_I.htm","DUQ217_DUQ_1","DUQ217_DUQ"
"5176","2","2-3 times per month",113,"167",NA,"DUQ217","DUQ_I.htm","DUQ217_DUQ_2","DUQ217_DUQ"
"5177","3","4-8 times per month (about 1-2 times per ",NA,"","","","","_NA_3","_NA"
"5178","","",NA,"","","","","_NA_","_NA"
"5179","186","353",NA,"DUQ217","DUQ_I.htm","","","_NA_186","_NA"
"5180","4","9-24 times per month (about 3-6 times per ",NA,"","","","","_NA_4","_NA"
"5181","","",NA,"","","","","_NA_","_NA"
"5182","224","577",NA,"DUQ217","DUQ_I.htm","","","_NA_224","_NA"
"5183","5","25-30 times per month (one or more times ",NA,"","","","","_NA_5","_NA"
"5184","","",NA,"","","","","_NA_","_NA"
"5185","290","867",NA,"DUQ217","DUQ_I.htm","","","_NA_290","_NA"
"5186","7","Refused",2,"869",NA,"DUQ217","DUQ_I.htm","DUQ217_DUQ_7","DUQ217_DUQ"
"5187","9","Don't know",1,"870",NA,"DUQ217","DUQ_I.htm","DUQ217_DUQ_9","DUQ217_DUQ"
"5188",".","Missing",3973,"4843",NA,"DUQ217","DUQ_I.htm","DUQ217_DUQ_.","DUQ217_DUQ"
"5189","1","1 per day",326,"326",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_1","DUQ219_DUQ"
"5190","2","2 per day",293,"619",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_2","DUQ219_DUQ"
"5191","3","3-5 per day",192,"811",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_3","DUQ219_DUQ"
"5192","4","Six or more per day",57,"868",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_4","DUQ219_DUQ"
"5193","7","Refused",1,"869",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_7","DUQ219_DUQ"
"5194","9","Don't know",1,"870",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_9","DUQ219_DUQ"
"5195",".","Missing",3973,"4843",NA,"DUQ219","DUQ_I.htm","DUQ219_DUQ_.","DUQ219_DUQ"
"5196","0 to 369","Range of Values",1708,"1708",NA,"DUQ220Q","DUQ_I.htm","DUQ220Q_DUQ_0 to 369","DUQ220Q_DUQ"
"5197","7777","Refused",3,"1711",NA,"DUQ220Q","DUQ_I.htm","DUQ220Q_DUQ_7777","DUQ220Q_DUQ"
"5198","9999","Don't know",2,"1713",NA,"DUQ220Q","DUQ_I.htm","DUQ220Q_DUQ_9999","DUQ220Q_DUQ"
"5199",".","Missing",3130,"4843",NA,"DUQ220Q","DUQ_I.htm","DUQ220Q_DUQ_.","DUQ220Q_DUQ"
"5200","1","Days",414,"414",NA,"DUQ220U","DUQ_I.htm","DUQ220U_DUQ_1","DUQ220U_DUQ"
"5201","2","Weeks",111,"525",NA,"DUQ220U","DUQ_I.htm","DUQ220U_DUQ_2","DUQ220U_DUQ"
"5202","3","Months",229,"754",NA,"DUQ220U","DUQ_I.htm","DUQ220U_DUQ_3","DUQ220U_DUQ"
"5203","4","Years",954,"1708",NA,"DUQ220U","DUQ_I.htm","DUQ220U_DUQ_4","DUQ220U_DUQ"
"5204","7","Refused",0,"1708",NA,"DUQ220U","DUQ_I.htm","DUQ220U_DUQ_7","DUQ220U_DUQ"
